"priority","collection","item_name","item_slug","field_name","original_webflow_url","current_local_filename","suggested_filename","suggested_public_path","status","notes"
"Medium","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","https://www.statista.com","","blog-is-dog-insurance-worth-it-canada-image.jpg","/images/blog/blog-is-dog-insurance-worth-it-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Is It Ever Too Late to Socialize a Dog?","is-it-ever-too-late-to-socialize-a-dog","Additional Images (Optional)","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ec282e1b26c972092f5812_is-it-ever-too-late-to-socialize-a-dog-hero-leashfree-2880x1488.jpg","","blog-is-it-ever-too-late-to-socialize-a-dog-gallery.jpg","/images/blog/blog-is-it-ever-too-late-to-socialize-a-dog-gallery.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","https://leashfree.ca/dog-breeds/portuguese-water-dog","","blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","/images/blog/blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","https://Cavapoo","","blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","/images/blog/blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","https://leashfree.ca/breed-groups/terrier-dogs","","blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","/images/blog/blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","https://leashfree.ca/breed-groups/non-sporting-dogs","","blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","/images/blog/blog-low-shedding-dog-breeds-for-allergy-sufferers-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","The 7-7-7 Rule for Puppies","the-7-7-7-rule-for-puppies","Rich Text Body","https://leashfree.ca/blog-categories/training-behavior","","blog-the-7-7-7-rule-for-puppies-image.jpg","/images/blog/blog-the-7-7-7-rule-for-puppies-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Tips for Living with Dogs if You Have Allergies","tips-for-living-with-dogs-if-you-have-allergies","Rich Text Body","https://leashfree.ca/dog-breeds/bichon-frise","","blog-tips-for-living-with-dogs-if-you-have-allergies-image.jpg","/images/blog/blog-tips-for-living-with-dogs-if-you-have-allergies-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/city/toronto","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/high-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/cherry-beach-clarke-beach-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/trinity-bellwoods-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/sunnybrook-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/sherwood-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/allan-gardens","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/cedarvale-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/riverdale-off-leash-area","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/dog-parks/bickford-park","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/city/toronto","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","https://leashfree.ca/city/toronto","","blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","/images/blog/blog-top-10-off-leash-dog-parks-in-toronto-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","https://leashfree.ca/search?query=Welsh+Corgi","","blog-halloween-dog-costume-ideas-2025-image.jpg","/images/blog/blog-halloween-dog-costume-ideas-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e18fb90798b9f0ec419a1d_halloween-ghost-wizard-dragon-dog-costumes-leashfree-2880x1488.jpg","","blog-halloween-dog-costume-ideas-2025-image.jpg","/images/blog/blog-halloween-dog-costume-ideas-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e190d122937d9bede4fa0d_halloween-vampire-skeleton-duo-dog-costumes-leashfree-2880x1488.jpg","","blog-halloween-dog-costume-ideas-2025-image.jpg","/images/blog/blog-halloween-dog-costume-ideas-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e191ca715f79d3ce7d7f27_halloween-gentleman-movie-owner-dog-costumes-leashfree-2880x1488.jpg","","blog-halloween-dog-costume-ideas-2025-image.jpg","/images/blog/blog-halloween-dog-costume-ideas-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","https://leashfree.ca/dog-parks","","blog-halloween-dog-costume-ideas-2025-image.jpg","/images/blog/blog-halloween-dog-costume-ideas-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","https://cdn.prod.website-files.com/68372338721aeb8fdc075798/68b7026d6757555826cb5529_top-1000-dog-names-2025-leashfree%20(2","","blog-trending-dog-names-2025-image.jpg","/images/blog/blog-trending-dog-names-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","https://www.akc.org/press-releases/move-max-american-kennel-club-reveals-popular-dog-names-2024/?utm_source=chatgpt.com","","blog-trending-dog-names-2025-image.jpg","/images/blog/blog-trending-dog-names-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","https://www.prnewswire.com/news-releases/rover-releases-most-popular-pet-names-and-trends-of-2024-302320814.html?utm_source=chatgpt.com","","blog-trending-dog-names-2025-image.html","/images/blog/blog-trending-dog-names-2025-image.html","not_started","No local file matched yet."
"Medium","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","https://www.prnewswire.com/news-releases/rover-releases-most-popular-pet-names-and-trends-of-2024-302320814.html?utm_source=chatgpt.com","","blog-trending-dog-names-2025-image.html","/images/blog/blog-trending-dog-names-2025-image.html","not_started","No local file matched yet."
"Medium","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","https://www.thesun.ie/fabulous/14941544/ireland-puppy-names-dog-pets-animals-owners/?utm_source=chatgpt.com","","blog-trending-dog-names-2025-image.jpg","/images/blog/blog-trending-dog-names-2025-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","https://leashfree.ca/dog-parks","","blog-winter-dog-care-tips-canada-image.jpg","/images/blog/blog-winter-dog-care-tips-canada-image.jpg","not_started","No local file matched yet."
"Medium","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","https://leashfree.ca/dog-parks","","blog-winter-dog-care-tips-canada-image.jpg","/images/blog/blog-winter-dog-care-tips-canada-image.jpg","not_started","No local file matched yet."
"Low","Blog Tags","Adventure Gear","adventure-gear","Tag Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6906705ca57558ad3351e1a7_adventure-dog-gear-outdoor-canada.jpg","","blog-tag-adventure-gear-hero.jpg","/images/general/blog-tag-adventure-gear-hero.jpg","not_started","No local file matched yet."
"Low","Blog Tags","Canadian Brands","canadian-brands","Tag Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/69067153e38659bbb0c5ded5_canadian-dog-gear-brands.jpg","","blog-tag-canadian-brands-hero.jpg","/images/general/blog-tag-canadian-brands-hero.jpg","not_started","No local file matched yet."
"Low","Blog Tags","Hiking Gear","hiking-gear","Tag Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/69066f25e001e99022a181e8_dog-hiking-gear-canadian-trails.jpg","","blog-tag-hiking-gear-hero.jpg","/images/general/blog-tag-hiking-gear-hero.jpg","not_started","No local file matched yet."
"Low","Blog Tags","Leashes","leashes","Tag Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/69066fa5edee2607538c4055_best-dog-leashes-canada.jpg","","blog-tag-leashes-hero.jpg","/images/general/blog-tag-leashes-hero.jpg","not_started","No local file matched yet."
"Low","Breed Groups","Herding","herding-dogs","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ea805a8c6ea768a6bb0153_herding-dogs-hero.jpg","","breed-group-herding-dogs-hero.jpg","/images/general/breed-group-herding-dogs-hero.jpg","not_started","No local file matched yet."
"Low","Breed Groups","Hybrid","hybrid-designer-mixes","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ea829e6c4eb4df18766139_hybrid-designer-mixes-hero.jpg","","breed-group-hybrid-designer-mixes-hero.jpg","/images/general/breed-group-hybrid-designer-mixes-hero.jpg","not_started","No local file matched yet."
"Low","Breed Groups","Miscellaneous","miscellaneous","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ea8dbc881151ae3af56e67_miscellaneous-dogs-hero.jpg","","breed-group-miscellaneous-hero.jpg","/images/general/breed-group-miscellaneous-hero.jpg","not_started","No local file matched yet."
"Low","Breed Groups","Non-Sporting","non-sporting-dogs","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ea822f881151ae3af40785_non-sporting-dogs-hero.jpg","","breed-group-non-sporting-dogs-hero.jpg","/images/general/breed-group-non-sporting-dogs-hero.jpg","not_started","No local file matched yet."
"Low","Breed Groups","Sporting","sporting-dogs","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ea7e6edbfd8869bef05200_sporting-dogs-hero.jpg","","breed-group-sporting-dogs-hero.jpg","/images/general/breed-group-sporting-dogs-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Animal Shelters & Rescues","animal-shelters-and-rescues","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64bddbf5a975a35fedd01_animal-shelter-volunteer-cuddling-rescue-dog-canada.jpg","","category-animal-shelters-and-rescues-hero.jpg","/images/general/category-animal-shelters-and-rescues-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Dog Daycares & Boarding","dog-daycares-and-boarding","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f6526b45244aa80e43436b_dogs-playing-outdoor-daycare-yard-canada.jpg","","category-dog-daycares-and-boarding-hero.jpg","/images/general/category-dog-daycares-and-boarding-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Dog Groomers","dog-groomers","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f3f6123263a8d00ac24293_dog-groomer-brushing-small-dog-in-grooming-salon-canada.jpg","","category-dog-groomers-hero.jpg","/images/general/category-dog-groomers-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Dog Trainers","dog-trainers","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64b8e1b21eb9b301e5ca0_dog-trainer-teaching-labrador-obedience-park-canada.jpg","","category-dog-trainers-hero.jpg","/images/general/category-dog-trainers-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Dog Walkers & Pet Sitters","dog-walkers-and-pet-sitters","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64e79b4569a912fda1554_dog-walker-with-multiple-dogs-city-trail-canada.jpg","","category-dog-walkers-and-pet-sitters-hero.jpg","/images/general/category-dog-walkers-and-pet-sitters-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Pet Stores & Boutiques","pet-stores-and-boutiques","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64cc0124a0ee31ffd49bd_dog-browsing-treats-pet-boutique-canada.jpg","","category-pet-stores-and-boutiques-hero.jpg","/images/general/category-pet-stores-and-boutiques-hero.jpg","not_started","No local file matched yet."
"Low","Categories","Veterinarians","veterinarians","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f3f41098677c628cf48853_veterinarian-examining-golden-retriever-clinic-canada.jpg","","category-veterinarians-hero.jpg","/images/general/category-veterinarians-hero.jpg","not_started","No local file matched yet."
"Low","Directories","Alberta Animal Rescue Crew Society (AARCS)","alberta-animal-rescue-crew-society-aarcs","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbd8bb8fbdce5e521b7251_compassionate-volunteer-holding-rescue-dog-at-canadian-animal-shelter.jpg","","directory-alberta-animal-rescue-crew-society-aarcs-profile.jpg","/images/general/directory-alberta-animal-rescue-crew-society-aarcs-profile.jpg","not_started","No local file matched yet."
"Low","Directories","BC SPCA – Vancouver Branch","bc-spca-vancouver-branch","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f7e28696eb1c4f585ec2f7_volunteer-playing-with-rescue-dog-vancouver-shelter-canada.jpg","","directory-bc-spca-vancouver-branch-profile.jpg","/images/general/directory-bc-spca-vancouver-branch-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Dog Tales Rescue and Sanctuary","dog-tales-rescue-and-sanctuary","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbdb7e622bcfee55cf291c_volunteer-walking-three-rescue-dogs-toward-camera-at-ontario-animal-sanctuary.jpg","","directory-dog-tales-rescue-and-sanctuary-profile.jpg","/images/general/directory-dog-tales-rescue-and-sanctuary-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Hamilton/Burlington SPCA","hamilton-burlington-spca","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbde57e77929cf0511a41c_volunteer-with-happy-rescue-dog-at-hamilton-burlington-spca.jpg","","directory-hamilton-burlington-spca-profile.jpg","/images/general/directory-hamilton-burlington-spca-profile.jpg","not_started","No local file matched yet."
"Low","Directories","It Takes a Village Dog Rescue","it-takes-a-village-dog-rescue","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc3cb207f43a9a93311bc5_volunteer-greeting-happy-rescue-dog-at-st-catharines-rescue.jpg","","directory-it-takes-a-village-dog-rescue-profile.jpg","/images/general/directory-it-takes-a-village-dog-rescue-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Loved at Last Dog Rescue","loved-at-last-dog-rescue","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbfedceb82e8017067a6c5_volunteer-greeting-rescue-dog-at-vancouver-foster-home.jpg","","directory-loved-at-last-dog-rescue-profile.jpg","/images/general/directory-loved-at-last-dog-rescue-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Montreal SPCA","montreal-spca","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbdfaccfac6f2d5c374eb5_volunteer-caring-for-rescue-dog-at-montreal-spca-shelter.jpg","","directory-montreal-spca-profile.jpg","/images/general/directory-montreal-spca-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Niagara Dog Rescue","niagara-dog-rescue","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbdd168b3b34ef6bec463c_volunteer-comforting-rescued-dog-at-niagara-animal-shelter.jpg","","directory-niagara-dog-rescue-profile.jpg","/images/general/directory-niagara-dog-rescue-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Niagara SPCA and Humane Society","niagara-spca-and-humane-society","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc0171ee6826ba269d0346_volunteer-walking-rescue-dog-outside-niagara-spca-shelter.jpg","","directory-niagara-spca-and-humane-society-profile.jpg","/images/general/directory-niagara-spca-and-humane-society-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Ontario SPCA and Humane Society","ontario-spca-and-humane-society","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbe410d38f4c56fcdac769_volunteer-comforting-rescue-dog-at-ontario-spca-shelter.jpg","","directory-ontario-spca-and-humane-society-profile.jpg","/images/general/directory-ontario-spca-and-humane-society-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Redemption Paws","redemption-paws","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbfda9bae5a1ec0526f853_foster-volunteer-cuddling-rescue-dog-in-toronto-home.jpg","","directory-redemption-paws-profile.jpg","/images/general/directory-redemption-paws-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Second Chance Animal Rescue Society (SCARS)","second-chance-animal-rescue-society-scars","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc003af7a9ab1b2e395e25_volunteer-holding-rescued-puppy-at-alberta-animal-rescue.jpg","","directory-second-chance-animal-rescue-society-scars-profile.jpg","/images/general/directory-second-chance-animal-rescue-society-scars-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Senior Animals In Need Today Society (SAINTS)","senior-animals-in-need-today-society-saints","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc3dc086f6b5187f9b8b50_volunteer-comforting-elderly-rescue-dog-at-saints-sanctuary-mission-bc.jpg","","directory-senior-animals-in-need-today-society-saints-profile.jpg","/images/general/directory-senior-animals-in-need-today-society-saints-profile.jpg","not_started","No local file matched yet."
"Low","Directories","Toronto Humane Society","toronto-humane-society","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64bddbf5a975a35fedd01_animal-shelter-volunteer-cuddling-rescue-dog-canada.jpg","","directory-toronto-humane-society-profile.jpg","/images/general/directory-toronto-humane-society-profile.jpg","not_started","No local file matched yet."
